isbn,book_title,book_author,year_of_publication,Summary,Language,Category,img_l,average_rating
0446611921,The Millionaires,Brad Meltzer,2002.0,"Brothers Charlie and Oliver Caruso, who are employed at the exclusive
private bank of Greene &amp; Greene, cannot resist the offer of taking
$3,000,000 from an abandoned account, forcing them to run from the
Secret Service.",en,Fiction,http://images.amazon.com/images/P/0446611921.01.LZZZZZZZ.jpg,3.4
0812967224,The Day I Turned Uncool: Confessions of a Reluctant Grown-Up,Dan Zevin,2002.0,"In a humorous collection of essays and observations based on his own
experiences, the author reflects on the transition from
twentysomething to thirtysomething and how it has changed his life.",en,Biography & autobiography,http://images.amazon.com/images/P/0812967224.01.LZZZZZZZ.jpg,3.7
0006550576,Red Leaves,Paullina Simons,1994.0,"When beautiful, star basketball player Kristina Kim is found murdered
in the snow, Spencer O&#39;Malley, the young detective who had fallen
in love with her, has to investigate the crime. What he finds is a
life more mysterious than her death.",en,Fiction,http://images.amazon.com/images/P/0006550576.01.LZZZZZZZ.jpg,3.6
0743471555,1633,David Weber,2003.0,"Hurtled back in time into the Thirty Years War by an unknown force,
Mike Stearns and his fellow West Virginia coal miners join forces with
the king of Sweden to form the Confederated Principalities of Europe
and take on the scheming ...",en,Fiction,http://images.amazon.com/images/P/0743471555.01.LZZZZZZZ.jpg,3.3
0679776591,Fugitive Pieces,Anne Michaels,1998.0,"A young orphan smuggled out of Poland during World War II, poet Jakob
Beer, comes to understand the extraordinary power of language to
destroy, restore, and witness as he struggles to cope with both grief
and the healing of memory",en,Fiction,http://images.amazon.com/images/P/0679776591.01.LZZZZZZZ.jpg,3.3
0140184325,The Aran Islands (Penguin Twentieth Century Classics),J. M. Synge,1992.0,"A few of the younger men looked doubtful, but the older people, who
have watched the rye turning into oats, seemed to accept the magic
frankly, and did not show any surprise that &#39;a duine uasal&#39; (a
noble person) should be able to do like ...",en,Fiction,http://images.amazon.com/images/P/0140184325.01.LZZZZZZZ.jpg,3.6
0312263236,Four Mothers,Shifra Horn,2000.0,"This beautifully imagined debut novel tells the story of five
generations of women in one family against the backdrop of 100 years
in Jerusalem.",en,Fiction,http://images.amazon.com/images/P/0312263236.01.LZZZZZZZ.jpg,3.4
1862045143,Lillian Too's Little Book of Feng Shui,Lillian Too,1999.0,"Lillian Too, author of the international bestseller The Complete
Illustrated Guide to Feng Shui, shows you how to bring the magic of
feng shui into your life with these handy tips for promoting fame,
wealth, health, love and happiness.",en,"Body, mind & spirit",http://images.amazon.com/images/P/1862045143.01.LZZZZZZZ.jpg,3.8
087113795X,Peace Like a River,Leif Enger,2001.0,"Eleven-year-old Reuben shares the story of how his father, trying to
raise his sons alone in 1960s Minnesota, takes their family on a quest
to find Reuben&#39;s older brother, who has been charged with murder.",en,Fiction,http://images.amazon.com/images/P/087113795X.01.LZZZZZZZ.jpg,3.5
0312927746,Flowers in the Rain & Other Stories,Rosamunde Pilcher,1992.0,"A collection of short stories presents tales of joy and sorrow, filled
with characters such as the mother conversing with her son on the
morning of his wedding and a young girl first encountering love",en,Fiction,http://images.amazon.com/images/P/0312927746.01.LZZZZZZZ.jpg,3.4
0380710811,The First Man in Rome,Colleen McCullough,1991.0,"With astounding narrative power, Colleen Mccullough--author of the
internationally acclaimed #1 bestseller &quot;The Thorn
Birds&quot;--sweeps the reader into the whirlpool of pageantry,
passion, splendor, chaos and earth-shattering upheaval that was ...",en,Fiction,http://images.amazon.com/images/P/0380710811.01.LZZZZZZZ.jpg,2.9
039304632X,The Voyage of the Narwhal,Andrea Barrett,1998.0,"The author combines fact and fiction to follow Erasmus Darwin Wells,
the nineteenth-century naturalist, on his reckless pursuit of an open
polar sea",en,Fiction,http://images.amazon.com/images/P/039304632X.01.LZZZZZZZ.jpg,3.5
0446522597,The Winner,David Baldacci,1997.0,"THE WINNER For if LuAnn Tyler comes home, she will be pitted against
the deadliest contestant of all: the chameleon-like financial
mastermind who changed her life. And who can take it away at will.",en,Fiction,http://images.amazon.com/images/P/0446522597.01.LZZZZZZZ.jpg,3.5
0671724800,SKI WEEKEND (FEAR STREET ) : SKI WEEKEND (Fear Street),R.L. Stine,1991.0,"Stranded on an icy road following a ski trip, Ariel, Shannon, and Doug
soon find themselves at the mercy of Lou Kitchcock, the owner of a
nearby farmhouse.",en,Juvenile fiction,http://images.amazon.com/images/P/0671724800.01.LZZZZZZZ.jpg,2.9
0811808424,Under the Tuscan Sun: At Home in Italy,Frances Mayes,1996.0,"Sprinkled liberally with delicious recipes for inspired Italian
dishes, amusing anecdotes about the risks of being your own
contractor, and a savvy traveler&#39;s reminiscences, Under the Tuscan
Sun is Mayes&#39;s enchanting account of her love ...",en,Cooking,http://images.amazon.com/images/P/0811808424.01.LZZZZZZZ.jpg,3.2
1400047714,Pigs at the Trough: How Corporate Greed and Political Corruption Are Undermining America,Arianna Huffington,2003.0,"Details recent corporate scandals, and argues that they represent a
tendency for the top levels of corporate management to subvert the
free enterprise system and American society for their own personal
advantange.",en,Social science,http://images.amazon.com/images/P/1400047714.01.LZZZZZZZ.jpg,3.1
0440234700,The Bridegroom,Joan Johnston,1999.0,"Determined to elude the confines of marriage, beautiful Lady Regina
Wharton meets her match in the dashing and enigmatic Clay Bannister,
the Earl of Carlisle, and as they prepare to plunge into marital
bliss, she is shocked to discover that ...",en,Fiction,http://images.amazon.com/images/P/0440234700.01.LZZZZZZZ.jpg,3.3
0451175190,Reversible Error,Robert K. Tanenbaum,1994.0,"Assistant District Attorney Butch Karp, his tough-as-nails lover and
colleague, Marlene Ciampi, and three maverick cops track a serial
rapist and a ruthless killer through the streets of New York City.
Reissue.",en,Fiction,http://images.amazon.com/images/P/0451175190.01.LZZZZZZZ.jpg,3.0
0451181964,Corruption of Blood,Robert K. Tanenbaum,1996.0,"When Congress decides to reopen the investigation into the JFK
assassination, Manhattan Assistant D.A. Butch Karp and his team
uncover dramatic new evidence, that snares them in a web of conspiracy
that reaches to the highest levels of ...",en,Fiction,http://images.amazon.com/images/P/0451181964.01.LZZZZZZZ.jpg,2.9
0886776686,"The Ruins of Ambrai (Exiles, Vol. 1)",Melanie Rawn,1995.0,"Fleeing persecution to build a free colony on the planet Lenfell, the
magic-wielding Mageborns find their new home torn apart by civil war
between the Mage Guardians and the Lords of Malerris.",en,Fiction,http://images.amazon.com/images/P/0886776686.01.LZZZZZZZ.jpg,3.3
0451162919,Garden of Lies (Signet Shakespeare),Eileen Goudge,1994.0,"In a moment of fear, Sylvie Rosenthal switches her newborn daughter,
the child of her lover, with another baby girl, and fate leads the two
young women--leading separate, disparate lives--to meet again",en,Fiction,http://images.amazon.com/images/P/0451162919.01.LZZZZZZZ.jpg,3.1
0515117420,The Murderers,W. E. B. Griffin,1995.0,"Detectives Jason Washington and Matt Payne are under pressure to solve
three murders--a policeman shot in his home, a bar owner and his
partner&#39;s wife gunned down together, and a wealthy young woman
dead of a drug overdose",en,Fiction,http://images.amazon.com/images/P/0515117420.01.LZZZZZZZ.jpg,3.2
0515132489,Special Ops (Brotherhood of War),W. E. B. Griffin,2002.0,"W.E.B. Griffin returns to the series that launched his phenomenal
career-in an explosive new novel that brings back the hard-hitting
characters and unbeatable action that have made Brotherhood of War the
most enduring military series of our ...",en,Fiction,http://images.amazon.com/images/P/0515132489.01.LZZZZZZZ.jpg,3.1
0515136565,Final Justice: A Badge of Honor (Badge of Honor),W. E. B. Griffin,2003.0,"Reprint. With the same vivid realism and nonstop suspense that runs
through his military novels, W.E.B. Griffin takes readers to the
streets-and behind the badges of the men and women in blue.",en,Fiction,http://images.amazon.com/images/P/0515136565.01.LZZZZZZZ.jpg,3.3
0553284363,Payment in Blood,Elizabeth George,1990.0,"Inspector Thomas Fynley of Scotland Yard is possessed by a fierce
attraction to a murder suspect while investigating the savage slaying
of a controversial playwright The career of playwright Joy Sinclair
comes to an abrupt end on an ...",en,Fiction,http://images.amazon.com/images/P/0553284363.01.LZZZZZZZ.jpg,3.2
0553582364,A Traitor to Memory,Elizabeth George,2002.0,"Detective Inspector Thomas Lynley risks his career when Eugenie Davies
is brutally murdered and discovers that she had been tied to an old
murder investigation that could possibly involve his superior,
Superintendent Malcolm Webberly, and ...",en,Fiction,http://images.amazon.com/images/P/0553582364.01.LZZZZZZZ.jpg,3.3
0684831708,ONE TWO BUCKLE MY SHOE,Jesse Hunter,1997.0,"A pedophile who only kidnaps boys but mistakenly kidnaps a small girl
finds himself facing both a very resourceful little girl and his own
crazy, off-kilter mind. 25,000 first printing.",en,Fiction,http://images.amazon.com/images/P/0684831708.01.LZZZZZZZ.jpg,3.2
0345440781,The Redemption of Althalus,David Eddings,2001.0,"As the battle continues between the forces of good and evil,
disreputable thief and rogue Althalus is forced into an uneasy
alliance with powerful goddess Dweia as they embark on a mission that
could hold the key to the world&#39;s salvation.",en,Fiction,http://images.amazon.com/images/P/0345440781.01.LZZZZZZZ.jpg,3.3
044100914X,Castaways of the Flying Dutchman,Brian Jacques,2002.0,"Trapped aboard the cursed ghost ship, the Flying Dutchman, Ben, a
castaway young boy, and his dog, Ned, brave the perils of the sea to
uncover the hidden clues and dark riddles that hold the key to saving
the inhabitants of Chapelvale, a ...",en,Fiction,http://images.amazon.com/images/P/044100914X.01.LZZZZZZZ.jpg,3.2
0515124893,Homeport,Nora Roberts,1999.0,"Dr. Miranda Jones is called to Italy to secure the authenticity of a
valuable Renaissance sculpture.",en,Fiction,http://images.amazon.com/images/P/0515124893.01.LZZZZZZZ.jpg,3.1
0786860820,Burning Angel: A Novel (Dave Robicheaux Mysteries (Hardcover)),James Lee Burke,1995.0,"Defending an African-American farm family from local mobsters who want
their land, Cajun detective Dave Robicheaux travels from his native
New Orleans to Central America in pursuit of a notorious gambler and
hit man.",en,Fiction,http://images.amazon.com/images/P/0786860820.01.LZZZZZZZ.jpg,3.0
0061012165,Glimmering,Elizabeth Hand,1998.0,"In the violence- and pollution-stricken world of 1999, HIV-positive
publisher Jack Finnegan is drawn into the seductive web of Leonard
Thorpe, who possesses a magical elixir that cures Jack and transforms
his world",en,Fiction,http://images.amazon.com/images/P/0061012165.01.LZZZZZZZ.jpg,3.5
0812540336,"The Visitant (The Anasazi Mysteries, Book 1)",Kathleen O'Neal Gear,2000.0,"Dr. Maureen Cole, an anthropologist, is called in to examine a mass
grave discovered in New Mexico, but as she works to unravel the
mystery of the shattered skulls of women and children found there,
strange things begin to happen around her ...",en,Fiction,http://images.amazon.com/images/P/0812540336.01.LZZZZZZZ.jpg,3.3
0671702513,The Prize,Julie Garwood,1991.0,"Forced to choose a husband from among a group of Norman nobles,
Nicholaa--a Saxon held captive in William the Conqueror&#39;s court--
chooses the fierce warrior Royce, a man with a tender heart",en,Fiction,http://images.amazon.com/images/P/0671702513.01.LZZZZZZZ.jpg,3.4
0312287712,The Lecturer's Tale : A Novel,James Hynes,2002.0,"In a satirical, Faustian tale of life in academia, Nelson Humbolt, an
adjunct English lecturer at Midwest University, is abruptly fired,
only to lose his finger in a freakish accident only minutes later, but
after doctors successfully ...",en,Fiction,http://images.amazon.com/images/P/0312287712.01.LZZZZZZZ.jpg,3.3
0312890532,"Temple of the Winds (Sword of Truth, Book 4)",Terry Goodkind,1997.0,"When the fanatical Imperial Order unleashes a deadly plague on the
world, Richard Cypher and his beloved Kahlan Amnell must search for
the legendary Temple of the Winds, banished more than three millennia
before, to find a cure",en,Fiction,http://images.amazon.com/images/P/0312890532.01.LZZZZZZZ.jpg,3.2
0449703746,So Much to Tell You,John Marsden,1995.0,"Sent to a hospital by her mother, Marina, a disfigured Australian girl
who refuses to speak, reveals her thoughts and feelings in a diary.",en,Juvenile fiction,http://images.amazon.com/images/P/0449703746.01.LZZZZZZZ.jpg,3.4
0806994754,The Illustrated Dream Dictionary,Russell Grant,1996.0,"Covers 2,000 topics, including people, events, places and objects and
gives short explanations and interpretations of their appearance in
your dreams.",en,"Body, mind & spirit",http://images.amazon.com/images/P/0806994754.01.LZZZZZZZ.jpg,3.6
0140126562,Gracie: A Love Story,George Burns,1989.0,"George Burns pays tribute to his partner, wife, and love of many
decades, contrasting the zany, scatterbrained radio person she
presented with her private self--an intelligent, caring, and devoted
actress, wife, and mother.",en,Biography & autobiography,http://images.amazon.com/images/P/0140126562.01.LZZZZZZZ.jpg,3.2
0140430016,Wuthering Heights (Penguin Classics),Emily Bronte,1985.0,"Wordsworth Classics covers a huge list of beloved works of literature
in English and translations. This growing series is rigorously
updated, with scholarly introductions and notes added to new titles.",en,Fiction,http://images.amazon.com/images/P/0140430016.01.LZZZZZZZ.jpg,3.2
0142001309,"The Olive Farm: A Memoir of Life, Love and Olive Oil in the South of France",Carol Drinkwater,2002.0,"The author describes how she and her husband purchased an abandoned
olive farm in the south of France and how their hard work transformed
it into a thriving, productive farm, bringing new peace and meaning
into their lives.",en,Biography & autobiography,http://images.amazon.com/images/P/0142001309.01.LZZZZZZZ.jpg,3.0
0375724850,An Italian Affair,LAURA FRASER,2002.0,"The author describes how, devastated by the breakup of her marriage,
she embarked on a mind-healing journey to southern Italy, where she
met an aesthetics professor from Paris with whom she shared a long-
term love affair and who became a ...",en,Biography & autobiography,http://images.amazon.com/images/P/0375724850.01.LZZZZZZZ.jpg,3.2
0453006264,Pearl,Tabitha King,1988.0,"After arriving in Nodd&#39;s Ridge, Maine, to claim an inheritance,
Pearl Dickenson becomes involved with two attractive men whose
seething rivalry explodes the fragile fabric of life in the small
community",en,Fiction,http://images.amazon.com/images/P/0453006264.01.LZZZZZZZ.jpg,3.3
067166641X,SURRENDER THE PINK : SURRENDER THE PINK,Angela Fisher,1991.0,"Soap opera writer Dinah Kaufman attempts to force herself back into
the life of her ex-husband, playwright Rudy Giler",en,Fiction,http://images.amazon.com/images/P/067166641X.01.LZZZZZZZ.jpg,2.9
0679449434,Joy School,ELIZABETH BERG,1997.0,"A lonely thirteen-year-old girl moves to Missouri with her distant and
occasionally abusive father and falls in love with an older--and
married--gasoline station attendant, an affair that teaches her some
hard-won lessons. 50,000 first ...",en,Fiction,http://images.amazon.com/images/P/0679449434.01.LZZZZZZZ.jpg,3.2
1551664992,Lost Highways,Curtiss Matlock,1999.0,"Lost Highways by Curtiss Ann Matlock released on Jul 23, 1999 is
available now for purchase.",en,Fiction,http://images.amazon.com/images/P/1551664992.01.LZZZZZZZ.jpg,3.0
1576739767,"A Life God Rewards: Why Everything You Do Today Matters Forever (The Breakthrough Series, book 3)",Bruce Wilkinson,2002.0,"Explains the Biblical passages that describe how God rewards the
faithful in heaven according to their good deeds in life.",en,Religion,http://images.amazon.com/images/P/1576739767.01.LZZZZZZZ.jpg,3.1
1853261912,Mrs. Dalloway (Wordsworth Collection),Virginia Woolf,1999.0,"Direct and vivid in its telling of the details of a day in the life of
Clarissa Dalloway, the novel manages ultimately to deliver much more.",en,Fiction,http://images.amazon.com/images/P/1853261912.01.LZZZZZZZ.jpg,3.3
0671883208,Finding You,Carla Neggers,1996.0,"The New York Times bestselling author of Harbor Island delivers
nonstop suspense and pulse-pounding romance in this thrilling mystery
that “proves once and for all that opposites not only attract, they
sizzle” (Jayne Ann Krentz, New ...",en,Fiction,http://images.amazon.com/images/P/0671883208.01.LZZZZZZZ.jpg,3.1
0689824750,Among the Hidden,Margaret Peterson Haddix,2000.0,"In a future where the Population Police enforce the law limiting a
family to only two children, Luke, an illegal third child, has lived
all his twelve years in isolation and fear on his family&#39;s farm in
this start to the Shadow Children ...",en,Juvenile fiction,http://images.amazon.com/images/P/0689824750.01.LZZZZZZZ.jpg,3.5
0345423623,Night of the Wolf,Alice Borchardt,1999.0,"Watching all the while through yellow eyes afire with curiosity and
intelligence is Maeniel, a gray wolf . . . who is also a man. This is
not the Maeniel of The Silver Wolf.",en,Fiction,http://images.amazon.com/images/P/0345423623.01.LZZZZZZZ.jpg,3.1
0553246895,The Heart of a Woman,Maya Angelou,1984.0,"In the fourth volume of her autobiography, the author describes her
experiences as a singer-dancer in New York and her impressions of the
Civil Rights movement",en,Biography & autobiography,http://images.amazon.com/images/P/0553246895.01.LZZZZZZZ.jpg,3.5
0671003976,"SINGING LESSONS: A MEMOIR OF LOVE, LOSS, HOPE AND HEALING (W/CD) : (W/O CD: 02745-X)",Judy Collins,1998.0,"Perhaps this is the way the wound works, to open us up so that we can
feel and experience the depths, and having gone there, climb to
heights we could never imagine.",en,Biography & autobiography,http://images.amazon.com/images/P/0671003976.01.LZZZZZZZ.jpg,3.3
0385316577,Follow Your Heart,Susanna Tamaro,1996.0,"In a series of poignant letters, Olga, an elderly Italian woman,
writes to her teenaged granddaughter in America, trying to encourage
her independence and self-fulfillment as she relates the painful
lessons of her own life and that of her ...",en,Fiction,http://images.amazon.com/images/P/0385316577.01.LZZZZZZZ.jpg,3.3
1400047838,"Fugitives and Refugees : A Walk in Portland, Oregon (Crown Journeys)",CHUCK PALAHNIUK,2003.0,"An insider takes readers on a walking tour of Portland, Oregon,
revealing the city&#39;s quirky, cheap, and wild side as he visits
unusual museums, offbeat annual festivals and events, scenes of
ghostly hauntings, strange local customs, and ...",en,History,http://images.amazon.com/images/P/1400047838.01.LZZZZZZZ.jpg,3.4
0385311133,Spirit of the Season,Heather Graham,1993.0,"While struggling to raise her newly orphaned nephew, Davey, widow
Becky Wexham must deal with the feelings she experiences when she once
again comes into contact with Tim Yeagher, an old flame and
Davey&#39;s Little League coach. 40,000 first ...",en,Fiction,http://images.amazon.com/images/P/0385311133.01.LZZZZZZZ.jpg,3.5
1551668106,Granite Man,Elizabeth Lowell,2001.0,"Granite Man by Elizabeth Lowell released on Jan 25, 2001 is available
now for purchase.",en,Fiction,http://images.amazon.com/images/P/1551668106.01.LZZZZZZZ.jpg,3.0
0440407591,Year of Impossible Goodbyes,Sook Nyul Choi,1993.0,"A young Korean girl survives the oppressive Japanese and Russian
occupation of North Korea during the 1940s, to later escape to freedom
in South Korea.",en,Juvenile fiction,http://images.amazon.com/images/P/0440407591.01.LZZZZZZZ.jpg,3.5
0440413729,Belle Prater's Boy,RUTH WHITE,1998.0,"When Woodrow&#39;s mother suddenly disappears, he moves to his
grandparents&#39; home in a small Virginia town where he befriends his
cousin, and together they find the strength to face the terrible
losses and fears in their lives.",en,Fiction,http://images.amazon.com/images/P/0440413729.01.LZZZZZZZ.jpg,3.1
0553565060,Deception,Amanda Quick,1994.0,"Saddled with raising her three hellion nephews, unmarried Olympia
Wingfield spends all her spare time studying ancient legends, until
the boys&#39; new tutor, handsome Jared Chillhurst, arrives",en,Fiction,http://images.amazon.com/images/P/0553565060.01.LZZZZZZZ.jpg,3.1
0345430573,A Certain Justice (Adam Dalgliesh Mysteries (Paperback)),P. D. James,1999.0,"When noted criminal lawyer Venetia Aldridge turns up murdered after
defending young Garry Ashe for the brutal killing of his mother,
Commander Adam Dalgliesh and his team struggle to unravel the case,
which involves him in a series of ...",en,Fiction,http://images.amazon.com/images/P/0345430573.01.LZZZZZZZ.jpg,3.2
0743203232,The Nature of Water and Air,Regina McBride,2001.0,"&quot; Powerfully sensitive, this startling debut novel about
forbidden love will place Regina McBride among our most celebrated
novelists.",en,Fiction,http://images.amazon.com/images/P/0743203232.01.LZZZZZZZ.jpg,3.2
055358099X,Cloud Nine,Luanne Rice,2000.0,"Shimmering with emotion, grace, and beauty, Cloud Nine is the kind of
novel you will cherish and want to share with the most important
people in your life.",en,Fiction,http://images.amazon.com/images/P/055358099X.01.LZZZZZZZ.jpg,3.2
0440208130,Paint the Wind,Cathy Cash Spellman,1991.0,"Left orphaned and homeless by the Civil War, young Fancy Deverell
embarks on a journey westward across America, an odyssey that takes
her into the heart of the Old West and into encounters with three
determined men",en,Fiction,http://images.amazon.com/images/P/0440208130.01.LZZZZZZZ.jpg,3.0
0446600288,Bless the Child,Cathy Cash Spellman,1994.0,"Determined to stand up for her three-year-old grandson&#39;s best
interests, Maggie O&#39;Connor fights her daughter, a member of a
satanic cult, for custody of the child. Reprint.",en,Fiction,http://images.amazon.com/images/P/0446600288.01.LZZZZZZZ.jpg,3.0
055337513X,Banana Rose,Natalie Goldberg,1996.0,"Moving to a commune, a Brooklyn-born Jewish girl, Nell Schwartz,
establishes a new identity for herself and falls madly in love with a
horn player named Gauguin and a Nebraska farm-raised artist named
Anna. Reprint.",en,Fiction,http://images.amazon.com/images/P/055337513X.01.LZZZZZZZ.jpg,3.6
0671507036,Montana 1948 : Montana 1948,Larry Watson,1995.0,"A series of events in a small western town changes the lives of David
Hayden, his sheriff father, his mother, and their Sioux housekeeper,
as they discover the truth about family loyalty",en,Fiction,http://images.amazon.com/images/P/0671507036.01.LZZZZZZZ.jpg,3.5
0812574923,1916: A Novel of the Irish Rebellion (Irish Century),Morgan Llywelyn,1999.0,"Through Ned&#39;s eyes, 1916 examines the Irish fight for freedom--
inspired by poets and schoolteachers, fueled by a desperate desire for
independence, and played out in the historic streets of Dublin against
the backdrop of World War I. It is ...",en,Fiction,http://images.amazon.com/images/P/0812574923.01.LZZZZZZZ.jpg,3.1
0821776037,Whispers,Lisa Jackson,2003.0,"When Voices in the Night Become Whispers... In the chill of an Oregon
night, a man plunges to his death. Another vanishes without a trace. A
third drowns in the murky waters of a quiet lake.",en,Fiction,http://images.amazon.com/images/P/0821776037.01.LZZZZZZZ.jpg,3.1
0312983093,Breaking Point (St. Martin's True Crime Library),Suzy Spencer,2002.0,"The author explores the case of Andrea Yates, the Houston, Texas,
mother suspected in the deaths of her five children, ages six months
to seven years, whom she allegedly drowned in the family home&#39;s
bathtub in June 2001.",en,True crime,http://images.amazon.com/images/P/0312983093.01.LZZZZZZZ.jpg,3.5
0345435648,Indigo Slam: An Elvis Cole Novel (Elvis Cole Novels (Paperback)),Robert Crais,2003.0,"Wise-cracking Los Angeles private eye Elvis Cole is pitted against
counterfeiters and U.S. marshals as he attempts to track down a major
figure in the criminal underworld after he is hired by three children
to find their missing father.",en,Fiction,http://images.amazon.com/images/P/0345435648.01.LZZZZZZZ.jpg,3.1
0385316917,Special Delivery,Danielle Steel,1997.0,"The playboy owner of a successful Beverly Hills boutique, Jack Watson
is unexpectedly drawn to Amanda Robbins, the widowed mother of his
grown son&#39;s wife, in a story of two mismatched, middle-aged people
who find happiness and romance ...",en,Fiction,http://images.amazon.com/images/P/0385316917.01.LZZZZZZZ.jpg,3.2
0385333463,His Bright Light: The Story of Nick Traina,Danielle Steel,1998.0,"The author relates her son&#39;s struggle with manic depression,
describing the early signs of his illness, the diagnosis and treatment
that bought some time, and the final tragedy of his suicide at age
nineteen",en,Biography & autobiography,http://images.amazon.com/images/P/0385333463.01.LZZZZZZZ.jpg,3.5
0385335431,Answered Prayers,Danielle Steel,2002.0,"Her seemingly idyllic life shadowed by a dark secret, sophisticated
New York wife and mother Faith Madison experiences painful memories at
her stepfather&#39;s funeral and finds support and a new career
through old friend Brad Patterson.",en,Fiction,http://images.amazon.com/images/P/0385335431.01.LZZZZZZZ.jpg,3.4
0440201926,Kaleidoscope,Danielle Steel,1988.0,"Separated in childhood and raised in different adoptive homes, Hilary,
Alexandra, and Megan grow to adulthood before trying to find each
other again--an effort handled by prestigious private investigator
John Chapman When Joh",en,Fiction,http://images.amazon.com/images/P/0440201926.01.LZZZZZZZ.jpg,3.1
0440205573,Star,Danielle Steel,1990.0,"The lives of three individuals--singing star Crystal Wyatt, power-
hungry Elizabeth Barclay, and lawyer Spencer Hill--intertwine
personally and professionally as these three ambitious figures pursue
their goals",en,Fiction,http://images.amazon.com/images/P/0440205573.01.LZZZZZZZ.jpg,3.0
0373288689,"Saxon (Harlequin Historical, No 268)",Molly Moore,1995.0,"The Saxon by Margaret Moore released on Mar 24, 1995 is available now
for purchase.",en,Fiction,http://images.amazon.com/images/P/0373288689.01.LZZZZZZZ.jpg,3.0
0553252607,The Book of Kells,R.A. MacAvoy,1985.0,"A young artist journeys back through time to turbulent tenth-century
Ireland and falls in love with a beautiful young woman from a past era",en,Fiction,http://images.amazon.com/images/P/0553252607.01.LZZZZZZZ.jpg,3.0
0590435728,"Stacey's Emergency (Baby-Sitters Club, 43)",Ann M. Martin,1991.0,"Stacey&#39;s schoolwork and baby-sitting jobs are almost out of
control, her parents are fighting, and she ends up in the hospital
because of her diabetes.",en,Babysitters,http://images.amazon.com/images/P/0590435728.01.LZZZZZZZ.jpg,3.0
0965866807,300 Incredible Things to Do on the Internet  -- Vol. I,Ken Leebow,2000.0,Includes addresses for sites featuring fun activities,en,Computers,http://images.amazon.com/images/P/0965866807.01.LZZZZZZZ.jpg,3.6
0373833458,"Dr Texas (Heart Of Texas) (Harlequin Promo , No 4)",Debbie Macomber,1998.0,"Dr. Texas by Debbie Macomber released on Mar 25, 1998 is available now
for purchase.",en,Fiction,http://images.amazon.com/images/P/0373833458.01.LZZZZZZZ.jpg,3.3
0060192240,The Collected Short Stories,Jeffrey Archer,1998.0,"Compiles all thirty-six stories of romance and political intrigue from
the author&#39;s three previous collections",en,Fiction,http://images.amazon.com/images/P/0060192240.01.LZZZZZZZ.jpg,3.7
0060194170,About the Author: A Novel,John Colapinto,2001.0,"About the Author is Cal&#39;s first-person account of how he achieved
this remarkable feat. A mysterious roommate, a timely bike accident,
and the rapacious literary agent Blackie Yaeger all play a role in
Cal&#39;s success.",en,Fiction,http://images.amazon.com/images/P/0060194170.01.LZZZZZZZ.jpg,3.7
006019832X,Hope to Die: A Matthew Scudder Novel (Matthew Scudder Mysteries (Hardcover)),Lawrence Block,2001.0,"The villain who looms in the shadows is one of Block&#39;s most
inspired creations, cold and diabolical, murdering for pleasure and
profit. Nobody but Scudder even suspects he exists -- and he&#39;s not
done killing. He&#39;s just getting started.",en,Fiction,http://images.amazon.com/images/P/006019832X.01.LZZZZZZZ.jpg,3.0
0060932139,The Unbearable Lightness of Being : A Novel (Perennial Classics),Milan Kundera,1999.0,"A young woman in love with a man torn between his love for her and his
incorrigible womanizing; one of his mistresses and her humbly faithful
lover—these are the two couples whose story is told in this masterful
novel.",en,Fiction,http://images.amazon.com/images/P/0060932139.01.LZZZZZZZ.jpg,3.4
0060932902,Genome,Matt Ridley,2000.0,"Looks at one newly described gene from each of the twenty-three human
chromosomes and explains how each one contributes to our uniqueness as
a species.",en,Science,http://images.amazon.com/images/P/0060932902.01.LZZZZZZZ.jpg,3.7
0060952423,"The Mother-Daughter Book Club: How Ten Busy Mothers and Daughters Came Together to Talk, Laugh and Learn Through Their Love of Reading",Shireen Dodson,1997.0,"Combining the practical with the personal, The Mother-Daughter Book
Club tells the story of 10 mothers and their preteen daughters and how
their relationships were enriched through a monthly reading club.",en,Family & relationships,http://images.amazon.com/images/P/0060952423.01.LZZZZZZZ.jpg,3.7
006107361X,Jerry Springer's Wildest Shows Ever! : The Official Jerry Springer Show Companion,Richard Dominick,1999.0,"Open this book and relive the passion, the lies, the intrigue, the
hair-pulling, the chair-throwing, the disgust--all that makes the
Jerry Springer Show the most popular talk show in America.",en,Performing arts,http://images.amazon.com/images/P/006107361X.01.LZZZZZZZ.jpg,3.0
0061092037,The Fourth Estate,Jeffrey Archer,1997.0,"Frantic to save his crumbling empire, each man turns desperate.
One&#39;s quest will lead to triumph, the other&#39;s will end in
tragedy in this awesome tale of wealth and corruption, desire and
destruction.",en,Fiction,http://images.amazon.com/images/P/0061092037.01.LZZZZZZZ.jpg,3.0
0061092614,Finding Moon,Tony Hillerman,1996.0,"A phone call in 1975 changes Moon Mathias&#39;s life forever, as a
voice on the line tells him his dead brother&#39;s baby daughter—a
child Moon never knew existed—is waiting for him in Southeast Asia.",en,Fiction,http://images.amazon.com/images/P/0061092614.01.LZZZZZZZ.jpg,3.3
